"CodeC","NoImmat","DateDebLoc","DateFinLoc","KmDeb","KmFin"
1132,"IMM0033","2023-01-23","2023-01-29",5056,5199
1269,"IMM0033","2023-01-30","2023-02-03",5199,5375
599,"IMM0033","2023-02-28","2023-03-06",5375,5689
895,"IMM0033","2023-03-02","2023-03-04",5689,5855
222,"IMM0033","2023-03-24","2023-03-27",5855,5933
3107,"IMM0033","2023-03-27","2023-03-28",5933,6483
840,"IMM0033","2023-04-06","2023-04-10",6483,6944
1671,"IMM0033","2023-04-10","2023-04-11",6944,7027
2954,"IMM0033","2023-04-18","2023-04-21",7027,7257
618,"IMM0033","2023-05-05","2023-05-10",7257,7578
1344,"IMM0033","2023-05-08","2023-05-15",7578,8076
2002,"IMM0033","2023-05-20","2023-05-26",8076,8330
2176,"IMM0033","2023-05-27","2023-05-30",8330,8703
3477,"IMM0033","2023-06-08","2023-06-10",8703,8879
3354,"IMM0033","2023-06-14","2023-06-16",8879,9630
2562,"IMM0033","2023-06-20","2023-06-30",9630,10264
2549,"IMM0033","2023-07-16","2023-07-21",10264,10459
3385,"IMM0033","2023-07-22","2023-07-24",10459,11055
2255,"IMM0033","2023-09-05","2023-09-11",11055,11427
1718,"IMM0033","2023-09-08","2023-09-16",11427,11801
4386,"IMM0033","2023-09-09","2023-09-12",11801,12262
4342,"IMM0033","2023-09-11","2023-09-14",12262,13049
3021,"IMM0033","2023-09-25","2023-09-26",13049,13645
873,"IMM0033","2023-09-28","2023-10-03",13645,14321
2548,"IMM0033","2023-10-05","2023-10-06",14321,14558
1569,"IMM0033","2023-10-05","2023-10-08",14558,14807
2846,"IMM0033","2023-10-17","2023-10-26",14807,15236
1885,"IMM0033","2023-10-18","2023-10-24",15236,15809
459,"IMM0033","2023-10-23","2023-10-27",15809,16544
2731,"IMM0033","2023-10-31","2023-11-03",16544,17114
4243,"IMM0033","2023-12-29","2023-12-30",17114,17508
230,"IMM0033","2024-01-01","2024-01-09",17508,17881
374,"IMM0033","2024-01-12","2024-01-20",17881,18664
4166,"IMM0033","2024-01-16","2024-01-18",18664,19313
3696,"IMM0033","2024-01-24","2024-01-28",19313,19732
2124,"IMM0033","2024-01-26","2024-01-31",19732,19916
2934,"IMM0033","2024-02-18","2024-02-21",19916,20253
3878,"IMM0033","2024-03-12","2024-03-20",20253,20803
3953,"IMM0033","2024-04-16","2024-04-21",20803,21145
2241,"IMM0033","2024-04-19","2024-04-29",21145,21594
2168,"IMM0033","2024-04-23","2024-05-03",21594,21895
278,"IMM0033","2024-04-25","2024-04-30",21895,22382
2313,"IMM0033","2024-05-01","2024-05-02",22382,22481
3562,"IMM0033","2024-06-06","2024-06-07",22481,22926
4359,"IMM0033","2024-06-07","2024-06-16",22926,23114
3197,"IMM0033","2024-06-24","2024-06-29",23114,23723
3559,"IMM0033","2024-08-10","2024-08-13",23723,24460
3748,"IMM0033","2024-08-31","2024-09-06",24460,24883
1704,"IMM0033","2024-11-27","2024-12-05",24883,25406
1867,"IMM0033","2024-11-30","2024-12-09",25406,25816
2378,"IMM0033","2024-12-06","2024-12-13",25816,25887
3230,"IMM0034","2023-01-23","2023-01-24",2042,2314
1079,"IMM0034","2023-01-25","2023-01-31",2314,2424
1894,"IMM0034","2023-02-01","2023-02-11",2424,2778
2020,"IMM0034","2023-02-14","2023-02-24",2778,3348
4352,"IMM0034","2023-03-03","2023-03-08",3348,3671
1267,"IMM0034","2023-04-05","2023-04-13",3671,4291
2929,"IMM0034","2023-04-14","2023-04-17",4291,5043
1989,"IMM0034","2023-04-17","2023-04-24",5043,5185
4091,"IMM0034","2023-05-05","2023-05-15",5185,5505
3393,"IMM0034","2023-05-08","2023-05-13",5505,5899
2510,"IMM0034","2023-05-20","2023-05-30",5899,6664
2903,"IMM0034","2023-05-24","2023-06-03",6664,7076
3739,"IMM0034","2023-05-25","2023-06-03",7076,7244
1420,"IMM0034","2023-05-27","2023-06-04",7244,8036
1582,"IMM0034","2023-06-10","2023-06-12",8036,8590
2359,"IMM0034","2023-07-22","2023-07-25",8590,9089
873,"IMM0034","2023-07-26","2023-08-04",9089,9373
1088,"IMM0034","2023-08-16","2023-08-19",9373,10122
2293,"IMM0034","2023-09-16","2023-09-17",10122,10337
1748,"IMM0034","2023-09-17","2023-09-27",10337,10600
3229,"IMM0034","2023-09-18","2023-09-21",10600,11137
3175,"IMM0034","2023-10-31","2023-11-02",11137,11659
3348,"IMM0034","2023-12-29","2024-01-03",11659,12436
250,"IMM0034","2024-01-05","2024-01-10",12436,12527
2279,"IMM0034","2024-01-05","2024-01-12",12527,12921
3004,"IMM0034","2024-02-11","2024-02-13",12921,13053
1339,"IMM0034","2024-03-20","2024-03-29",13053,13489
1896,"IMM0034","2024-03-21","2024-03-30",13489,13620
1006,"IMM0034","2024-03-26","2024-03-27",13620,14028
54,"IMM0034","2024-04-24","2024-04-27",14028,14802
1076,"IMM0034","2024-04-24","2024-05-03",14802,15587
1327,"IMM0034","2024-05-03","2024-05-04",15587,16125
2392,"IMM0034","2024-07-31","2024-08-06",16125,16776
2921,"IMM0034","2024-08-10","2024-08-13",16776,17364
1105,"IMM0034","2024-08-19","2024-08-27",17364,17844
4018,"IMM0034","2024-09-09","2024-09-17",17844,18173
1496,"IMM0034","2024-09-21","2024-09-25",18173,18862
1722,"IMM0034","2024-10-09","2024-10-15",18862,19627
2171,"IMM0034","2024-11-15","2024-11-19",19627,19911
3743,"IMM0034","2024-12-03","2024-12-07",19911,20709
1092,"IMM0034","2024-12-24","2024-12-31",20709,21291
36,"IMM0035","2023-01-02","2023-01-11",4891,5522
1594,"IMM0035","2023-01-13","2023-01-15",5522,6141
3713,"IMM0035","2023-01-27","2023-01-31",6141,6222
2961,"IMM0035","2023-02-12","2023-02-13",6222,6759
1717,"IMM0035","2023-03-11","2023-03-15",6759,7287
3681,"IMM0035","2023-03-11","2023-03-15",7287,7444
1067,"IMM0035","2023-03-23","2023-04-02",7444,7981
1580,"IMM0035","2023-04-25","2023-04-30",7981,8118
2551,"IMM0035","2023-05-03","2023-05-12",8118,8516
424,"IMM0035","2023-05-22","2023-05-25",8516,9266
3719,"IMM0035","2023-06-19","2023-06-25",9266,9937
220,"IMM0035","2023-07-05","2023-07-14",9937,10139
3375,"IMM0035","2023-07-11","2023-07-20",10139,10922
152,"IMM0035","2023-07-18","2023-07-19",10922,11594
482,"IMM0035","2023-08-10","2023-08-18",11594,11798
1416,"IMM0035","2023-08-10","2023-08-11",11798,12422
3913,"IMM0035","2023-09-12","2023-09-14",12422,12632
994,"IMM0035","2023-09-15","2023-09-24",12632,13280
2288,"IMM0035","2023-09-21","2023-09-27",13280,13514
2010,"IMM0035","2023-12-18","2023-12-28",13514,14222
2649,"IMM0035","2023-12-19","2023-12-29",14222,14695
310,"IMM0035","2023-12-31","2024-01-03",14695,14985
1718,"IMM0035","2024-01-01","2024-01-03",14985,15370
4228,"IMM0035","2024-01-05","2024-01-13",15370,15779
942,"IMM0035","2024-01-24","2024-02-01",15779,16198
3650,"IMM0035","2024-01-27","2024-02-06",16198,16278
1620,"IMM0035","2024-01-30","2024-02-02",16278,16529
113,"IMM0035","2024-03-04","2024-03-13",16529,17117
4411,"IMM0035","2024-03-27","2024-03-28",17117,17611
25,"IMM0035","2024-05-02","2024-05-12",17611,17950
550,"IMM0035","2024-05-16","2024-05-24",17950,18344
97,"IMM0035","2024-05-23","2024-05-26",18344,18680
998,"IMM0035","2024-06-18","2024-06-22",18680,18754
386,"IMM0035","2024-08-05","2024-08-13",18754,19329
4475,"IMM0035","2024-08-15","2024-08-22",19329,19884
2864,"IMM0035","2024-09-14","2024-09-23",19884,20651
3970,"IMM0035","2024-10-03","2024-10-09",20651,21049
4434,"IMM0035","2024-10-05","2024-10-11",21049,21104
2776,"IMM0035","2024-11-13","2024-11-23",21104,21253
2488,"IMM0035","2024-12-14","2024-12-20",21253,21347
3094,"IMM0036","2023-02-10","2023-02-18",763,1075
275,"IMM0036","2023-02-17","2023-02-25",1075,1694
3437,"IMM0036","2023-04-17","2023-04-27",1694,2267
2949,"IMM0036","2023-04-19","2023-04-28",2267,2639
3658,"IMM0036","2023-04-20","2023-04-25",2639,3324
618,"IMM0036","2023-05-08","2023-05-10",3324,3429
3239,"IMM0036","2023-05-12","2023-05-19",3429,3947
1239,"IMM0036","2023-05-18","2023-05-25",3947,4293
751,"IMM0036","2023-05-30","2023-06-08",4293,4801
1935,"IMM0036","2023-06-30","2023-07-10",4801,5311
4408,"IMM0036","2023-07-02","2023-07-12",5311,5685
1775,"IMM0036","2023-07-18","2023-07-26",5685,6219
430,"IMM0036","2023-07-26","2023-07-28",6219,6432
2284,"IMM0036","2023-08-20","2023-08-30",6432,6699
898,"IMM0036","2023-09-12","2023-09-19",6699,7021
2920,"IMM0036","2023-09-23","2023-10-03",7021,7605
1207,"IMM0036","2023-09-25","2023-09-30",7605,7907
3593,"IMM0036","2023-10-04","2023-10-13",7907,7971
2216,"IMM0036","2023-10-21","2023-10-29",7971,8023
2399,"IMM0036","2023-10-22","2023-10-23",8023,8567
1646,"IMM0036","2023-10-26","2023-11-02",8567,8969
560,"IMM0036","2023-10-30","2023-11-08",8969,9476
3058,"IMM0036","2023-10-31","2023-11-07",9476,10119
1462,"IMM0036","2023-11-12","2023-11-19",10119,10882
1144,"IMM0036","2023-11-28","2023-11-29",10882,11157
1303,"IMM0036","2023-12-14","2023-12-22",11157,11420
2805,"IMM0036","2024-01-31","2024-02-08",11420,11590
1155,"IMM0036","2024-02-05","2024-02-11",11590,12038
3964,"IMM0036","2024-02-07","2024-02-10",12038,12162
1265,"IMM0036","2024-02-15","2024-02-19",12162,12216
221,"IMM0036","2024-02-27","2024-03-07",12216,12615
3751,"IMM0036","2024-03-11","2024-03-20",12615,13254
2859,"IMM0036","2024-03-15","2024-03-25",13254,13421
3010,"IMM0036","2024-03-24","2024-03-28",13421,13616
2499,"IMM0036","2024-04-01","2024-04-04",13616,14014
3182,"IMM0036","2024-05-13","2024-05-20",14014,14084
57,"IMM0036","2024-05-28","2024-06-07",14084,14686
7,"IMM0036","2024-07-07","2024-07-13",14686,15238
4405,"IMM0036","2024-07-20","2024-07-24",15238,15705
379,"IMM0036","2024-08-10","2024-08-14",15705,15786
1657,"IMM0036","2024-09-11","2024-09-16",15786,15910
2015,"IMM0036","2024-09-25","2024-10-02",15910,16306
1549,"IMM0036","2024-09-28","2024-10-01",16306,16958
4224,"IMM0036","2024-10-28","2024-11-03",16958,17452
4392,"IMM0036","2024-11-09","2024-11-14",17452,18133
3636,"IMM0036","2024-11-09","2024-11-17",18133,18211
4083,"IMM0036","2024-11-24","2024-11-25",18211,18697
361,"IMM0036","2024-11-29","2024-11-30",18697,19257
2232,"IMM0036","2024-12-06","2024-12-13",19257,19408
2278,"IMM0036","2024-12-07","2024-12-11",19408,19711
2054,"IMM0037","2023-01-07","2023-01-09",1208,2001
4122,"IMM0037","2023-02-02","2023-02-11",2001,2532
1419,"IMM0037","2023-02-22","2023-03-01",2532,2794
2116,"IMM0037","2023-03-07","2023-03-17",2794,3020
674,"IMM0037","2023-03-10","2023-03-13",3020,3209
1679,"IMM0037","2023-03-23","2023-03-27",3209,3849
4294,"IMM0037","2023-03-23","2023-03-26",3849,4024
2573,"IMM0037","2023-03-26","2023-04-05",4024,4098
118,"IMM0037","2023-05-05","2023-05-13",4098,4863
1007,"IMM0037","2023-06-02","2023-06-06",4863,5054
56,"IMM0037","2023-06-24","2023-06-29",5054,5839
2238,"IMM0037","2023-07-10","2023-07-19",5839,6153
2877,"IMM0037","2023-07-21","2023-07-28",6153,6667
3957,"IMM0037","2023-08-28","2023-08-30",6667,7089
2179,"IMM0037","2023-09-02","2023-09-04",7089,7614
3112,"IMM0037","2023-09-19","2023-09-26",7614,7671
2431,"IMM0037","2023-10-08","2023-10-14",7671,8148
4490,"IMM0037","2023-10-12","2023-10-22",8148,8434
693,"IMM0037","2023-10-18","2023-10-20",8434,8895
2541,"IMM0037","2023-10-25","2023-10-31",8895,9395
3283,"IMM0037","2023-11-05","2023-11-13",9395,10128
3688,"IMM0037","2023-11-11","2023-11-18",10128,10559
3882,"IMM0037","2023-11-13","2023-11-20",10559,11003
3284,"IMM0037","2023-11-29","2023-12-04",11003,11545
3229,"IMM0037","2024-01-02","2024-01-03",11545,12170
2891,"IMM0037","2024-01-06","2024-01-09",12170,12228
4098,"IMM0037","2024-01-19","2024-01-25",12228,12934
1145,"IMM0037","2024-01-26","2024-02-05",12934,13430
2547,"IMM0037","2024-02-01","2024-02-07",13430,13808
1516,"IMM0037","2024-03-15","2024-03-17",13808,14360
2980,"IMM0037","2024-03-23","2024-03-24",14360,14704
4402,"IMM0037","2024-03-23","2024-04-01",14704,15260
4336,"IMM0037","2024-03-24","2024-03-27",15260,15917
4107,"IMM0037","2024-03-31","2024-04-08",15917,16114
3835,"IMM0037","2024-04-14","2024-04-20",16114,16470
2260,"IMM0037","2024-05-04","2024-05-07",16470,16690
41,"IMM0037","2024-05-14","2024-05-21",16690,16818
2964,"IMM0037","2024-05-15","2024-05-16",16818,17292
1395,"IMM0037","2024-05-16","2024-05-26",17292,17891
3830,"IMM0037","2024-05-26","2024-05-30",17891,18601
4311,"IMM0037","2024-05-28","2024-06-04",18601,19353
2258,"IMM0037","2024-05-30","2024-05-31",19353,19466
3113,"IMM0037","2024-06-02","2024-06-10",19466,19659
2501,"IMM0037","2024-06-20","2024-06-27",19659,20151
1657,"IMM0037","2024-07-06","2024-07-16",20151,20239
2014,"IMM0037","2024-07-27","2024-07-30",20239,20378
2105,"IMM0037","2024-08-28","2024-09-01",20378,20484
1590,"IMM0037","2024-10-04","2024-10-06",20484,21091
1556,"IMM0037","2024-10-14","2024-10-24",21091,21385
1981,"IMM0037","2024-11-07","2024-11-08",21385,21515
889,"IMM0037","2024-11-07","2024-11-09",21515,22085
2154,"IMM0037","2024-12-20","2024-12-21",22085,22545
2898,"IMM0037","2024-12-25","2024-12-30",22545,23108
4110,"IMM0038","2023-03-16","2023-03-24",3912,4691
730,"IMM0038","2023-03-18","2023-03-22",4691,5077
2860,"IMM0038","2023-04-17","2023-04-24",5077,5561
3540,"IMM0038","2023-05-17","2023-05-21",5561,6283
1666,"IMM0038","2023-06-07","2023-06-16",6283,7062
2912,"IMM0038","2023-07-17","2023-07-26",7062,7559
2051,"IMM0038","2023-07-24","2023-07-26",7559,8084
4374,"IMM0038","2023-08-05","2023-08-08",8084,8468
3171,"IMM0038","2023-09-17","2023-09-18",8468,9227
1005,"IMM0038","2023-10-11","2023-10-21",9227,9906
909,"IMM0038","2023-10-24","2023-10-31",9906,10088
2161,"IMM0038","2023-11-21","2023-11-28",10088,10755
2512,"IMM0038","2023-11-24","2023-12-02",10755,11236
1378,"IMM0038","2023-11-28","2023-12-08",11236,11486
3223,"IMM0038","2023-12-18","2023-12-27",11486,11826
1126,"IMM0038","2023-12-18","2023-12-25",11826,12413
2965,"IMM0038","2023-12-21","2023-12-23",12413,12959
3749,"IMM0038","2023-12-31","2024-01-04",12959,13453
3944,"IMM0038","2024-01-16","2024-01-26",13453,14247
399,"IMM0038","2024-02-07","2024-02-09",14247,14301
1075,"IMM0038","2024-02-26","2024-03-05",14301,14429
477,"IMM0038","2024-04-08","2024-04-18",14429,14799
1043,"IMM0038","2024-04-10","2024-04-11",14799,15041
4424,"IMM0038","2024-04-13","2024-04-21",15041,15253
827,"IMM0038","2024-05-25","2024-05-28",15253,15430
2993,"IMM0038","2024-06-19","2024-06-21",15430,16065
340,"IMM0038","2024-06-19","2024-06-24",16065,16475
3136,"IMM0038","2024-06-28","2024-07-01",16475,16837
2218,"IMM0038","2024-07-13","2024-07-20",16837,17592
1499,"IMM0038","2024-08-06","2024-08-09",17592,17678
769,"IMM0038","2024-08-08","2024-08-15",17678,18072
3482,"IMM0038","2024-09-15","2024-09-22",18072,18344
1932,"IMM0038","2024-10-27","2024-11-06",18344,18611
2891,"IMM0038","2024-12-14","2024-12-15",18611,19195
1276,"IMM0038","2024-12-25","2024-12-30",19195,19438
33,"IMM0039","2023-01-15","2023-01-20",116,373
705,"IMM0039","2023-01-15","2023-01-16",373,1057
99,"IMM0039","2023-01-26","2023-02-03",1057,1602
789,"IMM0039","2023-02-20","2023-03-01",1602,1830
1931,"IMM0039","2023-02-24","2023-03-02",1830,2599
1979,"IMM0039","2023-02-25","2023-02-28",2599,3149
3889,"IMM0039","2023-03-04","2023-03-08",3149,3700
3574,"IMM0039","2023-03-09","2023-03-15",3700,4101
2108,"IMM0039","2023-04-04","2023-04-12",4101,4558
532,"IMM0039","2023-05-12","2023-05-20",4558,4738
3636,"IMM0039","2023-05-15","2023-05-21",4738,5275
1846,"IMM0039","2023-05-24","2023-05-30",5275,5653
2540,"IMM0039","2023-05-25","2023-06-03",5653,5812
2361,"IMM0039","2023-06-13","2023-06-21",5812,5961
1473,"IMM0039","2023-07-08","2023-07-15",5961,6427
3507,"IMM0039","2023-07-14","2023-07-16",6427,6824
2024,"IMM0039","2023-08-06","2023-08-16",6824,7096
1045,"IMM0039","2023-08-29","2023-09-08",7096,7418
1469,"IMM0039","2023-09-04","2023-09-12",7418,8192
418,"IMM0039","2023-09-10","2023-09-13",8192,8312
2833,"IMM0039","2023-09-29","2023-09-30",8312,9019
805,"IMM0039","2023-10-04","2023-10-08",9019,9329
1824,"IMM0039","2023-10-08","2023-10-12",9329,9962
415,"IMM0039","2023-10-11","2023-10-18",9962,10173
3872,"IMM0039","2023-10-14","2023-10-24",10173,10775
2708,"IMM0039","2023-10-17","2023-10-26",10775,11010
2360,"IMM0039","2023-10-18","2023-10-26",11010,11544
1548,"IMM0039","2023-11-01","2023-11-05",11544,12315
573,"IMM0039","2023-11-17","2023-11-20",12315,12982
356,"IMM0039","2023-11-18","2023-11-22",12982,13492
917,"IMM0039","2023-11-27","2023-12-07",13492,13654
1213,"IMM0039","2023-12-21","2023-12-29",13654,14058
1986,"IMM0039","2024-01-13","2024-01-23",14058,14821
2971,"IMM0039","2024-01-28","2024-02-03",14821,15344
718,"IMM0039","2024-04-21","2024-04-26",15344,15579
691,"IMM0039","2024-05-14","2024-05-16",15579,16060
1532,"IMM0039","2024-05-21","2024-05-24",16060,16144
3208,"IMM0039","2024-06-11","2024-06-17",16144,16806
728,"IMM0039","2024-06-23","2024-06-24",16806,16859
2262,"IMM0039","2024-06-25","2024-06-30",16859,17103
3227,"IMM0039","2024-07-05","2024-07-10",17103,17373
3214,"IMM0039","2024-08-01","2024-08-06",17373,17720
2057,"IMM0039","2024-08-21","2024-08-25",17720,17934
3428,"IMM0039","2024-09-01","2024-09-11",17934,18079
2072,"IMM0039","2024-09-06","2024-09-09",18079,18289
62,"IMM0039","2024-09-14","2024-09-15",18289,18813
1231,"IMM0039","2024-10-17","2024-10-20",18813,19315
3261,"IMM0039","2024-10-20","2024-10-29",19315,19609
2615,"IMM0039","2024-11-19","2024-11-22",19609,20131
4167,"IMM0039","2024-11-20","2024-11-21",20131,20823
1775,"IMM0040","2023-01-15","2023-01-19",3428,3666
2352,"IMM0040","2023-01-29","2023-02-05",3666,4078
3385,"IMM0040","2023-02-10","2023-02-19",4078,4419
533,"IMM0040","2023-02-14","2023-02-20",4419,4772
3366,"IMM0040","2023-02-14","2023-02-18",4772,5162
992,"IMM0040","2023-02-27","2023-03-07",5162,5532
4056,"IMM0040","2023-03-03","2023-03-07",5532,5903
557,"IMM0040","2023-04-19","2023-04-28",5903,6328
887,"IMM0040","2023-05-04","2023-05-12",6328,6783
3168,"IMM0040","2023-05-24","2023-05-30",6783,7553
2957,"IMM0040","2023-06-19","2023-06-29",7553,8021
2681,"IMM0040","2023-07-12","2023-07-19",8021,8083
343,"IMM0040","2023-08-05","2023-08-09",8083,8855
1794,"IMM0040","2023-08-12","2023-08-20",8855,9227
1258,"IMM0040","2023-08-12","2023-08-15",9227,9860
3238,"IMM0040","2023-09-05","2023-09-10",9860,10438
2100,"IMM0040","2023-10-08","2023-10-11",10438,10578
72,"IMM0040","2023-10-18","2023-10-28",10578,10791
1508,"IMM0040","2023-10-24","2023-10-27",10791,11174
759,"IMM0040","2023-11-13","2023-11-18",11174,11570
2893,"IMM0040","2023-11-24","2023-12-02",11570,12221
3017,"IMM0040","2023-12-05","2023-12-09",12221,12735
1069,"IMM0040","2023-12-17","2023-12-21",12735,13281
3249,"IMM0040","2024-01-14","2024-01-21",13281,13377
2237,"IMM0040","2024-01-17","2024-01-19",13377,13718
1180,"IMM0040","2024-02-17","2024-02-24",13718,14082
1754,"IMM0040","2024-02-28","2024-02-29",14082,14321
3866,"IMM0040","2024-03-07","2024-03-08",14321,14929
635,"IMM0040","2024-03-09","2024-03-13",14929,15477
1272,"IMM0040","2024-03-10","2024-03-13",15477,16131
1170,"IMM0040","2024-04-01","2024-04-03",16131,16197
1641,"IMM0040","2024-04-01","2024-04-07",16197,16900
1218,"IMM0040","2024-04-18","2024-04-23",16900,17637
1559,"IMM0040","2024-05-02","2024-05-12",17637,17843
1362,"IMM0040","2024-05-05","2024-05-15",17843,18546
3026,"IMM0040","2024-05-08","2024-05-09",18546,18685
2504,"IMM0040","2024-06-03","2024-06-13",18685,19138
1091,"IMM0040","2024-06-10","2024-06-19",19138,19454
210,"IMM0040","2024-07-07","2024-07-15",19454,19946
2691,"IMM0040","2024-07-12","2024-07-16",19946,20613
446,"IMM0040","2024-07-18","2024-07-27",20613,21142
4412,"IMM0040","2024-07-20","2024-07-24",21142,21867
2409,"IMM0040","2024-08-25","2024-09-02",21867,22329
3752,"IMM0040","2024-09-08","2024-09-18",22329,22403
413,"IMM0040","2024-10-11","2024-10-19",22403,22970
1277,"IMM0040","2024-10-22","2024-10-27",22970,23330
3271,"IMM0040","2024-10-31","2024-11-07",23330,23781
3091,"IMM0040","2024-11-04","2024-11-14",23781,24147
1819,"IMM0040","2024-11-12","2024-11-19",24147,24897
40,"IMM0040","2024-11-15","2024-11-25",24897,25595
1449,"IMM0041","2023-01-17","2023-01-21",2661,3399
1974,"IMM0041","2023-02-26","2023-03-03",3399,4102
2060,"IMM0041","2023-05-27","2023-06-03",4102,4578
3259,"IMM0041","2023-05-30","2023-06-01",4578,4675
2896,"IMM0041","2023-06-12","2023-06-14",4675,5030
3165,"IMM0041","2023-06-12","2023-06-14",5030,5639
395,"IMM0041","2023-06-19","2023-06-26",5639,6214
3243,"IMM0041","2023-06-19","2023-06-22",6214,6778
4497,"IMM0041","2023-07-05","2023-07-12",6778,7360
4275,"IMM0041","2023-07-08","2023-07-16",7360,8040
1388,"IMM0041","2023-08-04","2023-08-09",8040,8346
2088,"IMM0041","2023-08-04","2023-08-05",8346,8647
2951,"IMM0041","2023-09-08","2023-09-10",8647,9229
3500,"IMM0041","2023-10-04","2023-10-14",9229,10003
2655,"IMM0041","2023-11-08","2023-11-15",10003,10141
1881,"IMM0041","2023-11-13","2023-11-18",10141,10470
386,"IMM0041","2023-12-01","2023-12-10",10470,11073
1867,"IMM0041","2023-12-02","2023-12-06",11073,11226
4461,"IMM0041","2023-12-09","2023-12-13",11226,11833
227,"IMM0041","2023-12-10","2023-12-12",11833,12287
1562,"IMM0041","2023-12-31","2024-01-05",12287,12817
3448,"IMM0041","2024-01-22","2024-02-01",12817,12936
1108,"IMM0041","2024-01-25","2024-01-29",12936,13491
4046,"IMM0041","2024-02-23","2024-03-04",13491,13794
20,"IMM0041","2024-02-27","2024-02-29",13794,14533
1293,"IMM0041","2024-03-13","2024-03-16",14533,14611
629,"IMM0041","2024-04-03","2024-04-10",14611,14881
785,"IMM0041","2024-04-23","2024-05-02",14881,15306
